,gu,date,평당보증금,평당월세
119,강동구,2011-12,197.75000000000009,0.890625
120,강동구,2012-01,209.25952380952367,0.6976190476190476
121,강동구,2012-02,187.80545454545467,0.9163636363636357
122,강동구,2012-03,210.76326530612252,0.6938775510204077
123,강동구,2012-04,221.05945945945948,0.8864864864864859
124,강동구,2012-05,243.76857142857153,0.5114285714285713
125,강동구,2012-06,235.32222222222222,0.5962962962962963
126,강동구,2012-07,187.56571428571417,0.8742857142857139
127,강동구,2012-08,175.55799999999996,1.007999999999999
128,강동구,2012-09,175.07837837837843,1.0756756756756751
129,강동구,2012-10,190.1473684210526,1.0131578947368418
130,강동구,2012-11,241.01904761904777,0.7095238095238094
131,강동구,2012-12,155.3222222222222,1.2388888888888887
132,강동구,2013-01,190.56756756756758,0.9216216216216214
133,강동구,2013-02,220.69555555555561,0.7355555555555556
134,강동구,2013-03,216.77105263157887,0.7052631578947366
135,강동구,2013-04,222.66857142857145,0.7228571428571429
136,강동구,2013-05,209.3480000000001,0.7680000000000001
137,강동구,2013-06,186.6133333333333,0.8333333333333334
138,강동구,2013-07,180.3187499999999,0.8999999999999999
139,강동구,2013-08,186.23829787234044,0.8404255319148934
140,강동구,2013-09,216.43947368421044,0.8263157894736847
141,강동구,2013-10,212.57,0.7799999999999997
142,강동구,2013-11,192.26976744186044,0.9232558139534884
143,강동구,2013-12,180.30487804878052,0.9829268292682927
144,강동구,2014-01,155.83333333333326,1.1619047619047627
145,강동구,2014-02,183.6352112676054,0.9718309859154933
146,강동구,2014-03,238.6032786885246,0.660655737704918
147,강동구,2014-04,223.73870967741954,0.7661290322580645
148,강동구,2014-05,246.15869565217395,0.6521739130434782
149,강동구,2014-06,174.58604651162796,1.0627906976744186
150,강동구,2014-07,196.63090909090917,0.9654545454545455
151,강동구,2014-08,234.42439024390225,0.7926829268292684
152,강동구,2014-09,280.9928571428571,0.7023809523809521
153,강동구,2014-10,197.1262295081968,0.9327868852459018
154,강동구,2014-11,237.09636363636375,0.8654545454545456
155,강동구,2014-12,189.8526315789474,1.031578947368421
156,강동구,2015-01,223.41149425287347,1.0862068965517238
157,강동구,2015-02,181.90357142857133,1.1196428571428576
158,강동구,2015-03,185.41071428571425,1.1678571428571431
159,강동구,2015-04,204.4147540983606,1.0016393442622955
160,강동구,2015-05,204.11718750000009,1.0937499999999998
161,강동구,2015-06,201.79696969696974,1.0409090909090912
162,강동구,2015-07,360.7694444444445,0.5962962962962963
163,강동구,2015-08,237.1325301204821,1.281927710843373
164,강동구,2015-09,222.22935779816524,1.2073394495412848
165,강동구,2015-10,211.3134831460676,1.1820224719101131
166,강동구,2015-11,188.1444444444445,1.3138888888888889
167,강동구,2015-12,200.5527027027026,1.1770270270270273
168,강동구,2016-01,239.47142857142876,1.1659340659340662
169,강동구,2016-02,205.0931818181818,0.9724431818181819
170,강동구,2016-03,245.51730769230775,0.7629807692307696
171,강동구,2016-04,187.73557692307693,1.0024038461538458
172,강동구,2016-05,227.42289156626492,0.8548192771084343
173,강동구,2016-06,234.62187499999996,0.7078125000000002
174,강동구,2016-07,284.1844444444443,0.748333333333333
175,강동구,2016-08,270.11702127659584,0.7356382978723406
176,강동구,2016-09,232.43292682926844,0.9429878048780487
177,강동구,2016-10,250.5083333333331,0.8458333333333329
178,강동구,2016-11,267.35769230769245,0.792307692307692
179,강동구,2016-12,215.9831460674157,0.9117977528089883
180,강동구,2017-01,235.7584615384614,0.867115384615384
181,강동구,2017-02,221.75675675675674,0.9418918918918915
182,강동구,2017-03,217.60326086956513,0.9
183,강동구,2017-04,213.45348837209295,0.885174418604651
184,강동구,2017-05,231.6236842105261,0.8644736842105262
185,강동구,2017-06,262.0043010752685,0.8145161290322582
186,강동구,2017-07,273.53162393162427,0.7833333333333329
187,강동구,2017-08,312.9112149532708,0.7002336448598131
188,강동구,2017-09,277.5631067961164,0.8497572815533977
189,강동구,2017-10,242.04137931034492,0.9974137931034477
190,강동구,2017-11,303.90462962963,0.8166666666666665
191,강동구,2017-12,315.90126582278475,0.658860759493671
192,강동구,2018-01,313.75137614678886,0.7857798165137613
193,강동구,2018-02,362.7688524590161,0.7782786885245906
194,강동구,2018-03,335.44275362318854,0.8184782608695648
195,강동구,2018-04,345.8792792792793,0.6905405405405407
196,강동구,2018-05,385.8288659793816,0.6873711340206183
197,강동구,2018-06,394.4056818181818,0.568465909090909
198,강동구,2018-07,381.4922222222221,0.6724999999999997
199,강동구,2018-08,312.5862385321104,0.7761467889908253
200,강동구,2018-09,322.22599999999994,0.8497499999999996
201,강동구,2018-10,361.7785046728972,0.5803738317757009
202,강동구,2018-11,314.888,0.7582499999999998
203,강동구,2018-12,325.1508928571426,0.7279017857142855
204,강동구,2019-01,317.02206896551706,0.8037931034482753
205,강동구,2019-02,333.42738853503187,0.7648089171974515
206,강동구,2019-03,303.1487012987009,0.8464285714285712
207,강동구,2019-04,294.8219696969694,0.7818181818181814
208,강동구,2019-05,346.6682242990657,0.6827102803738316
209,강동구,2019-06,308.1275229357799,0.7403669724770641
210,강동구,2019-07,332.0404255319149,0.6632978723404255
211,강동구,2019-08,335.50408163265274,0.7056122448979594
212,강동구,2019-09,374.4352,0.5664000000000003
213,강동구,2019-10,333.74000000000035,0.7144444444444441
214,강동구,2019-11,426.6123076923081,0.5134615384615385
215,강동구,2019-12,359.7223140495866,0.6657024793388431
216,강북구,2011-01,140.45000000000007,0.0
217,강북구,2011-02,179.51999999999998,0.0
218,강북구,2011-03,180.95,0.0
219,강북구,2011-04,165.775,0.0
220,강북구,2011-05,92.80999999999997,0.0
221,강북구,2011-06,164.26666666666668,0.0
222,강북구,2011-07,113.85555555555554,0.0
223,강북구,2011-08,154.95000000000005,0.0
224,강북구,2011-09,92.52727272727272,0.0
225,강북구,2011-10,158.95,0.0
226,강북구,2011-11,137.16249999999997,0.0
227,강북구,2011-12,174.27000000000004,0.0
228,강북구,2012-01,93.8,0.0
229,강북구,2012-02,157.2538461538462,0.0
230,강북구,2012-03,80.74374999999999,0.0
231,강북구,2012-04,180.97000000000003,0.0
232,강북구,2012-05,187.68,0.0
233,강북구,2012-06,242.67142857142858,0.0
234,강북구,2012-07,171.29999999999998,0.0
235,강북구,2012-08,111.65263157894735,0.0
236,강북구,2012-09,88.88999999999996,0.0
237,강북구,2012-10,146.71000000000004,0.0
238,강북구,2012-11,121.69166666666666,0.0
239,강북구,2012-12,85.90000000000002,0.0
240,강북구,2013-01,117.77499999999999,0.0
241,강북구,2013-02,96.5722222222223,0.0
242,강북구,2013-03,152.63333333333333,0.0
243,강북구,2013-04,147.89285714285717,0.0
244,강북구,2013-05,132.85000000000002,0.0
245,강북구,2013-06,166.32500000000002,0.0
246,강북구,2013-07,184.96521739130426,0.0
247,강북구,2013-08,69.8684210526316,0.0
248,강북구,2013-09,125.36249999999998,0.0
249,강북구,2013-10,85.27499999999999,0.0
250,강북구,2013-11,167.91000000000003,0.0
251,강북구,2013-12,127.41000000000001,0.0
252,강북구,2014-01,163.44545454545457,0.0
253,강북구,2014-02,143.20000000000002,0.0
254,강북구,2014-03,165.9846153846154,0.0
255,강북구,2014-04,168.7571428571429,0.0
256,강북구,2014-05,235.78333333333333,0.0
257,강북구,2014-06,314.59999999999997,0.0
258,강북구,2014-07,156.76249999999996,0.0
259,강북구,2014-08,193.05714285714288,0.0
260,강북구,2014-09,178.85,0.0
261,강북구,2014-10,217.8529411764707,0.0
262,강북구,2014-11,169.36428571428587,0.0
263,강북구,2014-12,122.7235294117648,0.0
264,강북구,2015-01,140.3666666666668,0.0
265,강북구,2015-02,119.25000000000001,0.0
266,강북구,2015-03,158.84999999999994,0.0
267,강북구,2015-04,132.02222222222224,0.0
268,강북구,2015-05,132.79090909090908,0.0
269,강북구,2015-06,233.10000000000002,0.0
270,강북구,2015-07,182.61250000000004,0.0
271,강북구,2015-08,134.67727272727268,0.0
272,강북구,2015-09,87.16,0.0
273,강북구,2015-10,106.73333333333333,0.0
274,강북구,2015-11,162.62857142857143,0.0
275,강북구,2015-12,129.61333333333334,0.0
276,강북구,2016-01,109.21200000000005,0.0
277,강북구,2016-02,107.22068965517241,0.0
278,강북구,2016-03,194.725,0.0
279,강북구,2016-04,107.65000000000002,0.0
280,강북구,2016-05,133.47777777777776,0.0
281,강북구,2016-06,146.74000000000004,0.0
282,강북구,2016-07,110.45833333333333,0.0
283,강북구,2016-08,202.74210526315792,0.0
284,강북구,2016-09,221.65714285714284,0.0
285,강북구,2016-10,76.12,0.0
286,강북구,2016-11,238.7882352941176,0.0
287,강북구,2016-12,219.40666666666672,0.0
288,강북구,2017-01,142.48181818181817,0.0
289,강북구,2017-02,124.79117647058823,0.0
290,강북구,2017-03,177.26666666666662,0.0
291,강북구,2017-04,165.81818181818178,0.0
292,강북구,2017-05,107.86666666666667,0.0
293,강북구,2017-06,162.23636363636362,0.0
294,강북구,2017-07,226.72142857142853,0.0
295,강북구,2017-08,176.1363636363637,0.0
296,강북구,2017-09,203.47142857142856,0.0
297,강북구,2017-10,132.58888888888887,0.0
298,강북구,2017-11,216.63333333333333,0.0
299,강북구,2017-12,185.79285714285714,0.0
300,강북구,2018-01,129.67272727272731,0.0
301,강북구,2018-02,154.2055555555556,0.0
302,강북구,2018-03,211.6428571428571,0.0
303,강북구,2018-04,164.15714285714287,0.0
304,강북구,2018-05,375.03333333333336,0.0
305,강북구,2018-06,266.19333333333327,0.0
306,강북구,2018-07,189.42499999999998,0.0
307,강북구,2018-08,94.55555555555556,0.0
308,강북구,2018-09,126.84,0.0
309,강북구,2018-10,108.75714285714288,0.0
310,강북구,2018-11,254.62000000000003,0.0
311,강북구,2018-12,291.8,0.0
312,강북구,2019-01,243.52500000000003,0.0
313,강북구,2019-02,144.33999999999997,0.0
314,강북구,2019-03,70.60000000000001,0.0
315,강북구,2019-04,148.33333333333334,0.0
316,강북구,2019-05,305.775,0.0
317,강북구,2019-06,149.4375,0.0
318,강북구,2019-07,271.34,0.0
319,강북구,2019-08,185.71000000000006,0.0
320,강북구,2019-09,305.30000000000007,0.0
321,강북구,2019-10,146.77777777777783,0.0
322,강북구,2019-11,269.73749999999995,0.0
323,강북구,2019-12,232.21999999999994,0.0
324,강서구,2011-01,176.84814814814814,0.0
325,강서구,2011-02,178.3262295081967,0.0
326,강서구,2011-03,174.11780821917813,0.0
327,강서구,2011-04,174.99,0.0
328,강서구,2011-05,165.6764705882353,0.0
329,강서구,2011-06,166.8765625,0.0
330,강서구,2011-07,150.48387096774186,0.0
331,강서구,2011-08,142.31774193548395,0.0
332,강서구,2011-09,160.96969696969697,0.0
333,강서구,2011-10,175.05735294117648,0.0
334,강서구,2011-11,155.6862068965517,0.0
335,강서구,2011-12,161.93478260869566,0.0
336,강서구,2012-01,201.07600000000002,0.0
337,강서구,2012-02,162.6307692307692,0.0
338,강서구,2012-03,160.5440860215054,0.0
339,강서구,2012-04,184.415294117647,0.0
340,강서구,2012-05,170.1356164383561,0.0
341,강서구,2012-06,169.2500000000001,0.0
342,강서구,2012-07,180.82500000000002,0.0
343,강서구,2012-08,168.07000000000005,0.0
344,강서구,2012-09,152.90781249999998,0.0
345,강서구,2012-10,172.8903846153848,0.0
346,강서구,2012-11,151.76590909090916,0.0
347,강서구,2012-12,147.15434782608696,0.0
348,강서구,2013-01,156.85405405405407,0.0
349,강서구,2013-02,159.73809523809518,0.0
350,강서구,2013-03,142.09080459770124,0.0
351,강서구,2013-04,145.76666666666657,0.0
352,강서구,2013-05,137.520588235294,0.0
353,강서구,2013-06,151.11111111111106,0.0
354,강서구,2013-07,157.14545454545458,0.0
355,강서구,2013-08,128.0636363636363,0.0
356,강서구,2013-09,172.5152542372881,0.0
357,강서구,2013-10,145.39213483146068,0.0
358,강서구,2013-11,144.42394366197183,0.0
359,강서구,2013-12,163.04838709677432,0.0
360,강서구,2014-01,167.09044117647062,0.0
361,강서구,2014-02,174.36756756756768,0.0
362,강서구,2014-03,170.54158415841593,0.0
363,강서구,2014-04,146.96213017751478,0.0
364,강서구,2014-05,188.6,0.0
365,강서구,2014-06,199.74905660377354,0.0
366,강서구,2014-07,211.54558823529413,0.0
367,강서구,2014-08,210.68636363636352,0.0
368,강서구,2014-09,195.54016393442623,0.0
369,강서구,2014-10,175.12846153846147,0.0
370,강서구,2014-11,208.85135135135138,0.0
371,강서구,2014-12,171.69534883720922,0.0
372,강서구,2015-01,159.15767195767197,0.0
373,강서구,2015-02,186.58983957219226,0.0
374,강서구,2015-03,175.7143497757846,0.0
375,강서구,2015-04,166.36574585635344,0.0
376,강서구,2015-05,185.98269230769245,0.0
377,강서구,2015-06,162.1215223097109,0.0
378,강서구,2015-07,148.85377643504546,0.0
379,강서구,2015-08,165.53973063973075,0.0
380,강서구,2015-09,182.3554307116103,0.0
381,강서구,2015-10,179.4759398496239,0.0
382,강서구,2015-11,171.76318181818175,0.0
383,강서구,2015-12,195.67491961414834,0.0
384,강서구,2016-01,179.56446540880495,0.0
385,강서구,2016-02,205.31192052980109,0.0
386,강서구,2016-03,216.38181818181806,0.0
387,강서구,2016-04,211.52669902912598,0.0
388,강서구,2016-05,220.70839160839157,0.0
389,강서구,2016-06,204.58819875776388,0.0
390,강서구,2016-07,199.6111888111889,0.0
391,강서구,2016-08,209.3043478260866,0.0
392,강서구,2016-09,211.13524999999993,0.0
393,강서구,2016-10,182.71312849162015,0.0
394,강서구,2016-11,209.52301136363647,0.0
395,강서구,2016-12,223.04765100671193,0.0
396,강서구,2017-01,250.92034188034182,0.0
397,강서구,2017-02,241.05336194563782,0.0
398,강서구,2017-03,233.8355661881979,0.0
399,강서구,2017-04,234.10313588850212,0.0
400,강서구,2017-05,237.67774086378708,0.0
401,강서구,2017-06,232.7499999999993,0.0
402,강서구,2017-07,227.52281303602072,0.0
403,강서구,2017-08,270.056650246306,0.0
404,강서구,2017-09,300.5526732673268,0.0
405,강서구,2017-10,272.2442583732054,0.0
406,강서구,2017-11,266.80600961538426,0.0
407,강서구,2017-12,275.72549019607885,0.0
408,강서구,2018-01,323.66644736842125,0.0
409,강서구,2018-02,340.27155688622736,0.0
410,강서구,2018-03,337.4376311844083,0.0
411,강서구,2018-04,319.9537864077662,0.0
412,강서구,2018-05,307.2733059548254,0.0
413,강서구,2018-06,304.3224137931034,0.0
414,강서구,2018-07,336.99859402460436,0.0
415,강서구,2018-08,365.5339317773784,0.0
416,강서구,2018-09,348.5490566037735,0.0
417,강서구,2018-10,350.81901279707495,0.0
418,강서구,2018-11,368.5403539823006,0.0
419,강서구,2018-12,353.76012461059156,0.0
420,강서구,2019-01,383.9456570155888,0.0
421,강서구,2019-02,364.77144866385373,0.0
422,강서구,2019-03,389.3677206851127,0.0
423,강서구,2019-04,383.8428176795577,0.0
424,강서구,2019-05,383.73896648044445,0.0
425,강서구,2019-06,383.06500711237516,0.0
426,강서구,2019-07,412.71183206106997,0.0
427,강서구,2019-08,428.446832298137,0.0
428,강서구,2019-09,384.5247678018558,0.0
429,강서구,2019-10,441.183527885863,0.0
430,강서구,2019-11,400.61827956989254,0.0
431,강서구,2019-12,390.12520215633356,0.0
432,관악구,2011-01,219.50723684210524,0.0
433,관악구,2011-02,237.91970802919735,0.0
434,관악구,2011-03,215.042105263158,0.0
435,관악구,2011-04,216.4010416666666,0.0
436,관악구,2011-05,227.71891891891897,0.0
437,관악구,2011-06,212.13297872340436,0.0
438,관악구,2011-07,231.7333333333334,0.0
439,관악구,2011-08,238.05283018867905,0.0
440,관악구,2011-09,269.8731958762886,0.0
441,관악구,2011-10,267.62424242424254,0.0
442,관악구,2011-11,222.88,0.0
443,관악구,2011-12,206.22910447761222,0.0
444,관악구,2012-01,232.49025641025648,0.0
445,관악구,2012-02,231.52366863905294,0.0
446,관악구,2012-03,238.28768115942054,0.0
447,관악구,2012-04,218.32980769230787,0.0
448,관악구,2012-05,200.59999999999994,0.0
449,관악구,2012-06,231.61290322580652,0.0
450,관악구,2012-07,220.8456310679614,0.0
451,관악구,2012-08,219.006451612903,0.0
452,관악구,2012-09,231.95740740740735,0.0
453,관악구,2012-10,206.8823529411767,0.0
454,관악구,2012-11,234.22149532710304,0.0
455,관악구,2012-12,210.8795275590552,0.0
456,관악구,2013-01,184.90896226415097,0.0
457,관악구,2013-02,208.66649214659665,0.0
458,관악구,2013-03,228.7075187969927,0.0
459,관악구,2013-04,221.3839080459771,0.0
460,관악구,2013-05,208.56347826086963,0.0
461,관악구,2013-06,195.755238095238,0.0
462,관악구,2013-07,197.99009009009015,0.0
463,관악구,2013-08,232.59579831932743,0.0
464,관악구,2013-09,200.03580246913583,0.0
465,관악구,2013-10,202.31034482758608,0.0
466,관악구,2013-11,233.13535353535343,0.0
467,관악구,2013-12,216.354225352113,0.0
468,관악구,2014-01,190.54550264550272,0.0
469,관악구,2014-02,226.52857142857152,0.0
470,관악구,2014-03,230.2691780821914,0.0
471,관악구,2014-04,213.68108108108106,0.0
472,관악구,2014-05,200.24488188976363,0.0
473,관악구,2014-06,200.129,0.0
474,관악구,2014-07,177.21504424778757,0.0
475,관악구,2014-08,216.06541353383446,0.0
476,관악구,2014-09,222.1319327731093,0.0
477,관악구,2014-10,219.34038461538478,0.0
478,관악구,2014-11,219.72363636363633,0.0
479,관악구,2014-12,193.0329032258065,0.0
480,관악구,2015-01,190.4195744680852,0.0
481,관악구,2015-02,173.37631578947375,0.0
482,관악구,2015-03,226.78979591836688,0.0
483,관악구,2015-04,196.0625,0.0
484,관악구,2015-05,190.62051282051308,0.0
485,관악구,2015-06,224.25729166666687,0.0
486,관악구,2015-07,194.82692307692315,0.0
487,관악구,2015-08,215.41904761904763,0.0
488,관악구,2015-09,204.7805555555556,0.0
489,관악구,2015-10,239.01739130434805,0.0
490,관악구,2015-11,207.31829268292668,0.0
491,관악구,2015-12,213.5062500000002,0.0
492,관악구,2016-01,248.4375000000002,0.0
493,관악구,2016-02,236.1765306122451,0.0
494,관악구,2016-03,228.77899159663895,0.0
495,관악구,2016-04,207.66923076923092,0.0
496,관악구,2016-05,242.16804123711373,0.0
497,관악구,2016-06,227.80808080808092,0.0
498,관악구,2016-07,230.76845637583892,0.0
499,관악구,2016-08,204.9762820512821,0.0
500,관악구,2016-09,248.1324786324786,0.0
501,관악구,2016-10,206.53333333333322,0.0
502,관악구,2016-11,227.41136363636377,0.0
503,관악구,2016-12,207.63393939393922,0.0
504,관악구,2017-01,231.99797570850228,0.0
505,관악구,2017-02,217.34505928853744,0.0
506,관악구,2017-03,249.01193181818192,0.0
507,관악구,2017-04,297.4883211678831,0.0
508,관악구,2017-05,244.1577235772356,0.0
509,관악구,2017-06,229.3370370370371,0.0
510,관악구,2017-07,221.8709677419351,0.0
511,관악구,2017-08,282.02849462365594,0.0
512,관악구,2017-09,227.1642857142854,0.0
513,관악구,2017-10,256.11570247933884,0.0
514,관악구,2017-11,284.89720279720297,0.0
515,관악구,2017-12,263.9569892473122,0.0
516,관악구,2018-01,249.42893617021286,0.0
517,관악구,2018-02,233.02129629629692,0.0
518,관악구,2018-03,271.0327272727276,0.0
519,관악구,2018-04,332.0160583941606,0.0
520,관악구,2018-05,317.29032258064495,0.0
521,관악구,2018-06,299.49534883720975,0.0
522,관악구,2018-07,331.440659340659,0.0
523,관악구,2018-08,283.205063291139,0.0
524,관악구,2018-09,263.43780487804867,0.0
525,관악구,2018-10,292.1227777777775,0.0
526,관악구,2018-11,250.35849056603791,0.0
527,관악구,2018-12,267.2693227091629,0.0
528,관악구,2019-01,287.8593846153847,0.0
529,관악구,2019-02,319.6576666666676,0.0
530,관악구,2019-03,315.5626728110595,0.0
531,관악구,2019-04,361.4904761904759,0.0
532,관악구,2019-05,376.80136054421746,0.0
533,관악구,2019-06,316.01082802547774,0.0
534,관악구,2019-07,295.38164556961993,0.0
535,관악구,2019-08,312.16201923076943,0.0
536,관악구,2019-09,359.5941176470587,0.0
537,관악구,2019-10,387.4224719101119,0.0
538,관악구,2019-11,402.82956989247305,0.0
539,관악구,2019-12,365.81567796610125,0.0
540,광진구,2011-01,193.29354838709662,0.2306451612903226
541,광진구,2011-02,217.21724137931025,0.17586206896551723
542,광진구,2011-03,226.2225806451615,0.11451612903225807
543,광진구,2011-04,226.24615384615393,0.125
544,광진구,2011-05,225.7047619047619,0.1785714285714286
545,광진구,2011-06,207.76000000000005,0.1716666666666667
546,광진구,2011-07,221.42592592592578,0.16018518518518518
547,광진구,2011-08,208.07499999999996,0.21625
548,광진구,2011-09,189.24399999999994,0.21900000000000003
549,광진구,2011-10,211.2105263157895,0.22499999999999998
550,광진구,2011-11,248.8222222222222,0.14305555555555557
551,광진구,2011-12,217.71428571428575,0.1714285714285714
552,광진구,2012-01,190.47931034482755,0.25172413793103443
553,광진구,2012-02,223.99607843137258,0.21225490196078434
554,광진구,2012-03,242.52916666666667,0.1125
555,광진구,2012-04,239.50980392156856,0.10588235294117648
556,광진구,2012-05,257.91428571428577,0.11190476190476191
557,광진구,2012-06,269.5823529411765,0.17941176470588235
558,광진구,2012-07,160.90384615384613,0.29903846153846153
559,광진구,2012-08,262.4500000000001,0.178125
560,광진구,2012-09,210.98437499999994,0.22812499999999997
561,광진구,2012-10,263.58333333333354,0.12638888888888888
