"year","month","gu","price"
"2012","04",용산구,678.2
"2012","04",은평구,361.8
"2012","04",종로구,579.1
"2012","04",중구,608.4
"2012","04",중랑구,371.3
"2012","05",강남구,859.5
"2012","05",강동구,478.3
"2012","05",강북구,353.4
"2012","05",강서구,364.6
"2012","05",관악구,415.8
"2012","05",광진구,491.7
"2012","05",구로구,393.2
"2012","05",금천구,323.5
"2012","05",노원구,355.0
"2012","05",도봉구,333.3
"2012","05",동대문구,420.3
"2012","05",동작구,459.2
"2012","05",마포구,642.2
"2012","05",서대문구,432.8
"2012","05",서초구,696.8
"2012","05",성동구,483.1
"2012","05",성북구,383.0
"2012","05",송파구,573.4
"2012","05",양천구,428.0
"2012","05",영등포구,550.7
"2012","05",용산구,712.1
"2012","05",은평구,366.1
"2012","05",종로구,626.6
"2012","05",중구,599.8
"2012","05",중랑구,378.7
"2012","06",강남구,770.8
"2012","06",강동구,436.9
"2012","06",강북구,360.4
"2012","06",강서구,371.4
"2012","06",관악구,421.1
"2012","06",광진구,491.2
"2012","06",구로구,376.0
"2012","06",금천구,331.0
"2012","06",노원구,361.7
"2012","06",도봉구,326.6
"2012","06",동대문구,490.7
"2012","06",동작구,487.5
"2012","06",마포구,642.6
"2012","06",서대문구,426.1
"2012","06",서초구,715.6
"2012","06",성동구,465.8
"2012","06",성북구,409.4
"2012","06",송파구,565.7
"2012","06",양천구,408.0
"2012","06",영등포구,485.1
"2012","06",용산구,717.7
"2012","06",은평구,319.2
"2012","06",종로구,569.9
"2012","06",중구,498.6
"2012","06",중랑구,356.2
"2012","07",강남구,799.6
"2012","07",강동구,499.5
"2012","07",강북구,362.3
"2012","07",강서구,375.4
"2012","07",관악구,436.9
"2012","07",광진구,476.9
"2012","07",구로구,412.5
"2012","07",금천구,332.3
"2012","07",노원구,360.7
"2012","07",도봉구,333.0
"2012","07",동대문구,407.9
"2012","07",동작구,532.9
"2012","07",마포구,555.6
"2012","07",서대문구,412.4
"2012","07",서초구,680.7
"2012","07",성동구,481.5
"2012","07",성북구,418.4
"2012","07",송파구,618.2
"2012","07",양천구,393.4
"2012","07",영등포구,455.6
"2012","07",용산구,861.2
"2012","07",은평구,346.1
"2012","07",종로구,587.1
"2012","07",중구,570.4
"2012","07",중랑구,354.8
"2012","08",강남구,742.5
"2012","08",강동구,460.6
"2012","08",강북구,347.1
"2012","08",강서구,352.4
"2012","08",관악구,476.0
"2012","08",광진구,459.3
"2012","08",구로구,333.4
"2012","08",금천구,308.1
"2012","08",노원구,384.1
"2012","08",도봉구,335.6
"2012","08",동대문구,416.8
"2012","08",동작구,483.9
"2012","08",마포구,723.4
"2012","08",서대문구,407.1
"2012","08",서초구,776.3
"2012","08",성동구,434.7
"2012","08",성북구,405.6
"2012","08",송파구,565.4
"2012","08",양천구,419.1
"2012","08",영등포구,496.5
"2012","08",용산구,653.4
"2012","08",은평구,358.5
"2012","08",종로구,529.2
"2012","08",중구,506.4
"2012","08",중랑구,348.1
"2012","09",강남구,767.0
"2012","09",강동구,457.8
"2012","09",강북구,359.5
"2012","09",강서구,346.4
"2012","09",관악구,468.8
"2012","09",광진구,489.9
"2012","09",구로구,388.3
"2012","09",금천구,318.6
"2012","09",노원구,358.7
"2012","09",도봉구,334.9
"2012","09",동대문구,421.1
"2012","09",동작구,482.5
"2012","09",마포구,548.8
"2012","09",서대문구,407.6
"2012","09",서초구,620.5
"2012","09",성동구,482.2
"2012","09",성북구,370.0
"2012","09",송파구,558.2
"2012","09",양천구,375.7
"2012","09",영등포구,467.4
"2012","09",용산구,706.8
"2012","09",은평구,350.2
"2012","09",종로구,556.5
"2012","09",중구,559.6
"2012","09",중랑구,372.1
"2012","10",강남구,743.8
"2012","10",강동구,484.5
"2012","10",강북구,349.9
"2012","10",강서구,393.4
"2012","10",관악구,416.6
"2012","10",광진구,477.4
"2012","10",구로구,376.4
"2012","10",금천구,344.6
"2012","10",노원구,395.2
"2012","10",도봉구,316.7
"2012","10",동대문구,413.9
"2012","10",동작구,501.7
"2012","10",마포구,535.9
"2012","10",서대문구,428.7
"2012","10",서초구,665.5
"2012","10",성동구,454.5
"2012","10",성북구,420.2
"2012","10",송파구,508.6
"2012","10",양천구,413.5
"2012","10",영등포구,434.4
"2012","10",용산구,842.5
"2012","10",은평구,388.0
"2012","10",종로구,551.8
"2012","10",중구,480.0
"2012","10",중랑구,358.0
"2012","11",강남구,751.8
"2012","11",강동구,448.6
"2012","11",강북구,372.6
"2012","11",강서구,353.7
"2012","11",관악구,426.1
"2012","11",광진구,497.2
"2012","11",구로구,364.9
"2012","11",금천구,310.7
"2012","11",노원구,358.0
"2012","11",도봉구,319.8
"2012","11",동대문구,461.4
"2012","11",동작구,476.5
"2012","11",마포구,554.7
"2012","11",서대문구,433.7
"2012","11",서초구,600.8
"2012","11",성동구,445.9
"2012","11",성북구,377.2
"2012","11",송파구,548.0
"2012","11",양천구,384.6
"2012","11",영등포구,459.6
"2012","11",용산구,719.6
"2012","11",은평구,361.9
"2012","11",종로구,599.9
"2012","11",중구,513.0
"2012","11",중랑구,356.9
"2012","12",강남구,735.7
"2012","12",강동구,503.7
"2012","12",강북구,357.1
"2012","12",강서구,404.9
"2012","12",관악구,426.5
"2012","12",광진구,451.5
"2012","12",구로구,401.6
"2012","12",금천구,327.6
"2012","12",노원구,335.5
"2012","12",도봉구,320.9
"2012","12",동대문구,404.1
"2012","12",동작구,504.3
"2012","12",마포구,540.4
"2012","12",서대문구,409.2
"2012","12",서초구,626.3
"2012","12",성동구,449.8
"2012","12",성북구,412.3
"2012","12",송파구,556.7
"2012","12",양천구,395.5
"2012","12",영등포구,478.1
"2012","12",용산구,705.8
"2012","12",은평구,351.8
"2012","12",종로구,596.9
"2012","12",중구,551.7
"2012","12",중랑구,381.3
"2013","01",강남구,745.1
"2013","01",강동구,604.3
"2013","01",강북구,358.8
"2013","01",강서구,360.2
"2013","01",관악구,432.1
"2013","01",광진구,496.1
"2013","01",구로구,416.7
"2013","01",금천구,308.2
"2013","01",노원구,399.4
"2013","01",도봉구,311.3
"2013","01",동대문구,449.3
"2013","01",동작구,441.5
"2013","01",마포구,537.1
"2013","01",서대문구,432.8
"2013","01",서초구,569.6
"2013","01",성동구,471.0
"2013","01",성북구,413.9
"2013","01",송파구,524.9
"2013","01",양천구,403.1
"2013","01",영등포구,452.1
"2013","01",용산구,608.4
"2013","01",은평구,363.0
"2013","01",종로구,552.6
"2013","01",중구,636.2
"2013","01",중랑구,359.6
"2013","02",강남구,731.7
"2013","02",강동구,532.6
"2013","02",강북구,324.5
"2013","02",강서구,383.8
"2013","02",관악구,456.7
"2013","02",광진구,492.9
"2013","02",구로구,403.7
"2013","02",금천구,303.8
"2013","02",노원구,399.0
"2013","02",도봉구,332.1
"2013","02",동대문구,400.0
"2013","02",동작구,450.1
"2013","02",마포구,593.8
"2013","02",서대문구,427.6
"2013","02",서초구,595.2
"2013","02",성동구,531.8
"2013","02",성북구,422.5
"2013","02",송파구,550.3
"2013","02",양천구,394.8
"2013","02",영등포구,424.9
"2013","02",용산구,656.3
"2013","02",은평구,393.3
"2013","02",종로구,573.5
"2013","02",중구,478.3
"2013","02",중랑구,372.8
"2013","03",강남구,699.8
"2013","03",강동구,466.4
"2013","03",강북구,350.6
"2013","03",강서구,373.2
"2013","03",관악구,433.7
"2013","03",광진구,485.7
"2013","03",구로구,384.7
"2013","03",금천구,353.4
"2013","03",노원구,373.8
"2013","03",도봉구,304.0
"2013","03",동대문구,381.6
"2013","03",동작구,474.7
"2013","03",마포구,577.2
"2013","03",서대문구,418.3
"2013","03",서초구,647.8
"2013","03",성동구,465.3
"2013","03",성북구,411.1
"2013","03",송파구,531.3
"2013","03",양천구,413.3
"2013","03",영등포구,469.8
"2013","03",용산구,627.4
"2013","03",은평구,361.9
"2013","03",종로구,613.9
"2013","03",중구,505.5
"2013","03",중랑구,361.5
"2013","04",강남구,846.3
"2013","04",강동구,458.6
"2013","04",강북구,354.4
"2013","04",강서구,365.7
"2013","04",관악구,447.0
"2013","04",광진구,508.9
"2013","04",구로구,372.3
"2013","04",금천구,349.3
"2013","04",노원구,359.9
