"년","구이름","동이름","평균거래금액","평균전용면적","평당가격","구분"
"2015",중랑구,묵동,19057,51.0,407,"2"
"2015",영등포구,문래동1가,29225,84.0,350,"2"
"2015",송파구,문정동,25592,50.0,526,"2"
"2015",강북구,미아동,15911,48.0,362,"2"
"2015",서초구,반포동,53581,87.0,638,"2"
"2015",서초구,방배동,40817,60.0,708,"2"
"2015",송파구,방이동,25478,52.0,505,"2"
"2015",도봉구,방학동,14103,49.0,296,"2"
"2015",강서구,방화동,19760,54.0,369,"2"
"2015",강북구,번동,12743,45.0,284,"2"
"2015",용산구,보광동,48414,47.0,1088,"2"
"2015",성북구,보문동1가,9615,17.0,571,"2"
"2015",성북구,보문동2가,28250,70.0,406,"2"
"2015",성북구,보문동4가,22525,47.0,516,"2"
"2015",성북구,보문동5가,22450,59.0,381,"2"
"2015",성북구,보문동6가,23481,59.0,407,"2"
"2015",성북구,보문동7가,23650,59.0,403,"2"
"2015",동작구,본동,32217,69.0,469,"2"
"2015",관악구,봉천동,20747,53.0,418,"2"
"2015",종로구,부암동,32590,75.0,429,"2"
"2015",서대문구,북가좌동,17623,53.0,348,"2"
"2015",서대문구,북아현동,24917,57.0,454,"2"
"2015",은평구,불광동,15658,50.0,328,"2"
"2015",성동구,사근동,17705,45.0,406,"2"
"2015",동작구,사당동,22428,47.0,554,"2"
"2015",종로구,사직동,20564,52.0,412,"2"
"2015",성북구,삼선동1가,19946,43.0,500,"2"
"2015",성북구,삼선동2가,73260,160.0,435,"2"
"2015",성북구,삼선동3가,23086,59.0,404,"2"
"2015",성북구,삼선동4가,15638,41.0,394,"2"
"2015",성북구,삼선동5가,22171,52.0,468,"2"
"2015",강남구,삼성동,45335,58.0,812,"2"
"2015",송파구,삼전동,24671,50.0,515,"2"
"2015",종로구,삼청동,69267,110.0,638,"2"
"2015",노원구,상계동,15253,49.0,327,"2"
"2015",동작구,상도1동,24962,59.0,443,"2"
"2015",동작구,상도동,21203,54.0,417,"2"
"2015",중랑구,상봉동,20041,50.0,420,"2"
"2015",마포구,상수동,27976,47.0,637,"2"
"2015",마포구,상암동,18806,22.0,921,"2"
"2015",성북구,상월곡동,16624,46.0,463,"2"
"2015",강동구,상일동,41859,82.0,488,"2"
"2015",용산구,서계동,26704,46.0,625,"2"
"2015",마포구,서교동,27623,53.0,539,"2"
"2015",용산구,서빙고동,49900,60.0,875,"2"
"2015",서초구,서초동,45075,71.0,652,"2"
"2015",성북구,석관동,15960,42.0,400,"2"
"2015",송파구,석촌동,25481,48.0,557,"2"
"2015",강동구,성내동,24659,51.0,503,"2"
"2015",성북구,성북동,46037,90.0,450,"2"
"2015",성북구,성북동1가,32874,82.0,403,"2"
"2015",마포구,성산동,21122,55.0,397,"2"
"2015",성동구,성수동1가,44884,58.0,783,"2"
"2015",성동구,성수동2가,30495,52.0,607,"2"
"2015",강남구,세곡동,34100,49.0,692,"2"
"2015",성동구,송정동,25640,61.0,448,"2"
"2015",송파구,송파동,26113,48.0,557,"2"
"2015",은평구,수색동,16975,46.0,392,"2"
"2015",강북구,수유동,15169,50.0,306,"2"
"2015",종로구,숭인동,21724,53.0,435,"2"
"2015",금천구,시흥동,18048,54.0,348,"2"
"2015",용산구,신계동,26400,26.0,1000,"2"
"2015",마포구,신공덕동,26467,51.0,529,"2"
"2015",종로구,신교동,34111,52.0,647,"2"
"2015",영등포구,신길동,19592,49.0,460,"2"
"2015",중랑구,신내동,16308,51.0,330,"2"
"2015",중구,신당동,26302,61.0,455,"2"
"2015",동작구,신대방동,19135,43.0,520,"2"
"2015",구로구,신도림동,26675,65.0,411,"2"
"2015",관악구,신림동,19202,49.0,428,"2"
"2015",종로구,신문로2가,70000,170.0,413,"2"
"2015",은평구,신사동,21539,56.0,379,"2"
"2015",동대문구,신설동,12384,20.0,666,"2"
"2015",마포구,신수동,28658,54.0,546,"2"
"2015",종로구,신영동,28481,71.0,401,"2"
"2015",양천구,신월동,13983,47.0,310,"2"
"2015",양천구,신정동,18438,51.0,376,"2"
"2015",용산구,신창동,21125,55.0,389,"2"
"2015",서대문구,신촌동,8625,39.0,225,"2"
"2015",중구,쌍림동,35000,79.0,444,"2"
"2015",도봉구,쌍문동,15727,52.0,309,"2"
"2015",마포구,아현동,21772,49.0,468,"2"
"2015",성북구,안암동1가,20300,52.0,398,"2"
"2015",성북구,안암동2가,14425,41.0,350,"2"
"2015",성북구,안암동3가,26750,88.0,335,"2"
"2015",성북구,안암동4가,24930,68.0,365,"2"
"2015",성북구,안암동5가,24788,78.0,351,"2"
"2015",강동구,암사동,22377,48.0,488,"2"
"2015",서초구,양재동,37017,63.0,589,"2"
"2015",영등포구,양평동1가,27900,65.0,450,"2"
"2015",영등포구,양평동2가,15850,42.0,376,"2"
"2015",영등포구,양평동3가,23000,80.0,289,"2"
"2015",영등포구,양평동4가,17032,33.0,564,"2"
"2015",영등포구,양평동5가,20200,38.0,551,"2"
"2015",영등포구,양평동6가,27243,48.0,597,"2"
"2015",강남구,역삼동,36762,53.0,756,"2"
"2015",은평구,역촌동,17432,52.0,350,"2"
"2015",종로구,연건동,15845,41.0,385,"2"
"2015",마포구,연남동,22743,53.0,455,"2"
"2015",서대문구,연희동,21555,61.0,351,"2"
"2015",마포구,염리동,22528,45.0,555,"2"
"2015",강서구,염창동,22149,52.0,445,"2"
"2015",영등포구,영등포동,18932,46.0,471,"2"
"2015",영등포구,영등포동1가,13306,17.0,803,"2"
"2015",영등포구,영등포동2가,23900,36.0,662,"2"
"2015",영등포구,영등포동7가,22483,60.0,384,"2"
"2015",서대문구,영천동,26300,64.0,414,"2"
"2015",중구,예장동,23375,73.0,318,"2"
"2015",송파구,오금동,25359,50.0,533,"2"
"2015",구로구,오류동,18300,54.0,348,"2"
"2015",성동구,옥수동,56744,110.0,502,"2"
"2015",종로구,옥인동,35317,60.0,584,"2"
"2015",서대문구,옥천동,20590,49.0,431,"2"
"2015",구로구,온수동,20781,59.0,360,"2"
"2015",강서구,외발산동,14063,54.0,258,"2"
"2015",마포구,용강동,25935,51.0,528,"2"
"2015",성동구,용답동,22070,46.0,489,"2"
"2015",동대문구,용두동,23796,55.0,457,"2"
"2015",용산구,용문동,22746,45.0,561,"2"
"2015",용산구,용산동2가,24419,47.0,553,"2"
"2015",용산구,용산동3가,22600,14.0,1615,"2"
"2015",서초구,우면동,39094,72.0,571,"2"
"2015",강북구,우이동,15623,55.0,281,"2"
"2015",종로구,원서동,27812,55.0,505,"2"
"2015",용산구,원효로1가,26145,53.0,502,"2"
"2015",용산구,원효로3가,20824,30.0,794,"2"
"2015",용산구,원효로4가,18189,32.0,675,"2"
"2015",노원구,월계동,15631,51.0,303,"2"
"2015",성동구,응봉동,18204,51.0,343,"2"
"2015",은평구,응암동,15143,47.0,344,"2"
"2015",동대문구,이문동,17487,38.0,485,"2"
"2015",용산구,이촌동,31203,45.0,734,"2"
"2015",용산구,이태원동,46197,79.0,623,"2"
"2015",종로구,이화동,34000,80.0,423,"2"
"2015",강남구,일원동,40568,55.0,722,"2"
"2015",광진구,자양동,25891,49.0,553,"2"
"2015",송파구,잠실동,26036,48.0,572,"2"
"2015",서초구,잠원동,26294,52.0,508,"2"
"2015",동대문구,장안동,25556,54.0,475,"2"
"2015",성북구,장위동,17548,54.0,329,"2"
"2015",중구,장충동1가,38745,57.0,702,"2"
"2015",중구,장충동2가,23714,59.0,390,"2"
"2015",동대문구,전농동,20423,50.0,432,"2"
"2015",성북구,정릉동,17013,56.0,325,"2"
"2015",동대문구,제기동,22189,55.0,418,"2"
"2015",성북구,종암동,20490,48.0,462,"2"
"2015",용산구,주성동,64040,59.0,1166,"2"
"2015",노원구,중계동,19728,61.0,318,"2"
"2015",광진구,중곡동,23848,50.0,505,"2"
"2015",마포구,중동,17581,43.0,407,"2"
"2015",중구,중림동,24275,63.0,382,"2"
"2015",중랑구,중화동,17795,49.0,374,"2"
"2015",은평구,증산동,19281,57.0,347,"2"
"2015",도봉구,창동,14992,49.0,311,"2"
"2015",종로구,창성동,58675,91.0,647,"2"
"2015",종로구,창신동,18125,54.0,335,"2"
"2015",마포구,창전동,20376,45.0,469,"2"
"2015",서대문구,창천동,22658,46.0,521,"2"
"2015",서대문구,천연동,23039,56.0,454,"2"
"2015",구로구,천왕동,27864,57.0,490,"2"
"2015",강동구,천호동,23125,48.0,508,"2"
"2015",강남구,청담동,79524,88.0,900,"2"
"2015",동대문구,청량리동,17745,55.0,327,"2"
"2015",종로구,청운동,69935,123.0,554,"2"
"2015",용산구,청파동1가,24906,57.0,456,"2"
"2015",용산구,청파동2가,28064,61.0,475,"2"
"2015",용산구,청파동3가,30371,73.0,429,"2"
"2015",종로구,체부동,39660,75.0,528,"2"
"2015",종로구,충신동,21475,69.0,334,"2"
"2015",서대문구,충정로2가,19150,37.0,516,"2"
"2015",서대문구,충정로3가,24676,53.0,489,"2"
"2015",종로구,통인동,72500,138.0,531,"2"
"2015",종로구,평창동,39987,96.0,417,"2"
"2015",송파구,풍납동,21937,48.0,478,"2"
"2015",중구,필동2가,28700,62.0,466,"2"
"2015",중구,필동3가,16000,36.0,439,"2"
"2015",종로구,필운동,50429,101.0,497,"2"
"2015",노원구,하계동,36870,91.0,389,"2"
"2015",성동구,하왕십리동,27583,56.0,487,"2"
"2015",성북구,하월곡동,20809,54.0,403,"2"
"2015",용산구,한강로1가,32129,27.0,1271,"2"
"2015",용산구,한강로2가,27591,25.0,1213,"2"
"2015",용산구,한강로3가,46992,43.0,1575,"2"
"2015",용산구,한남동,86794,87.0,978,"2"
"2015",서대문구,합동,33833,74.0,460,"2"
"2015",마포구,합정동,24491,47.0,554,"2"
"2015",구로구,항동,29556,75.0,358,"2"
"2015",성동구,행당동,26534,47.0,620,"2"
"2015",종로구,행촌동,16947,50.0,335,"2"
"2015",마포구,현석동,20170,45.0,467,"2"
"2015",종로구,혜화동,37850,88.0,442,"2"
"2015",서대문구,홍은동,16708,53.0,334,"2"
"2015",성동구,홍익동,31139,47.0,686,"2"
"2015",서대문구,홍제동,17153,52.0,335,"2"
"2015",종로구,홍지동,25036,73.0,348,"2"
"2015",강서구,화곡동,15754,50.0,329,"2"
"2015",광진구,화양동,16274,27.0,757,"2"
"2015",중구,황학동,17837,38.0,556,"2"
"2015",동대문구,회기동,18440,55.0,337,"2"
"2015",중구,회현동1가,29400,71.0,413,"2"
"2015",용산구,효창동,29447,57.0,572,"2"
"2015",용산구,후암동,32193,60.0,581,"2"
"2015",동대문구,휘경동,18268,51.0,374,"2"
"2015",동작구,흑석동,33614,65.0,551,"2"
"2016",송파구,가락동,28415,52.0,571,"2"
"2016",구로구,가리봉동,19062,46.0,449,"2"
"2016",금천구,가산동,17156,41.0,459,"2"
"2016",강서구,가양동,23954,60.0,412,"2"
"2016",종로구,가회동,124400,189.0,566,"2"
"2016",용산구,갈월동,45571,58.0,819,"2"
"2016",은평구,갈현동,16962,49.0,360,"2"
"2016",구로구,개봉동,17837,52.0,354,"2"
"2016",강남구,개포동,32953,51.0,658,"2"
"2016",송파구,거여동,25006,49.0,523,"2"
"2016",종로구,계동,54100,87.0,630,"2"
"2016",강동구,고덕동,21576,46.0,480,"2"
"2016",구로구,고척동,22001,51.0,438,"2"
"2016",마포구,공덕동,35177,55.0,643,"2"
"2016",노원구,공릉동,19822,49.0,423,"2"
"2016",강서구,공항동,15484,42.0,381,"2"
"2016",광진구,광장동,34389,71.0,508,"2"
"2016",중구,광희동2가,26000,57.0,456,"2"
"2016",종로구,구기동,59862,128.0,466,"2"
"2016",구로구,구로동,18196,44.0,442,"2"
"2016",은평구,구산동,17644,52.0,361,"2"
"2016",마포구,구수동,26425,49.0,548,"2"
"2016",광진구,구의동,27047,52.0,559,"2"
"2016",광진구,군자동,20089,40.0,566,"2"
"2016",구로구,궁동,20199,54.0,371,"2"
"2016",성동구,금호동1가,16225,42.0,384,"2"
"2016",성동구,금호동2가,29790,62.0,480,"2"
"2016",성동구,금호동3가,25524,51.0,542,"2"
"2016",성동구,금호동4가,26940,48.0,598,"2"
"2016",강동구,길동,23851,45.0,574,"2"
"2016",성북구,길음동,22621,53.0,437,"2"
"2016",서대문구,남가좌동,16316,45.0,386,"2"
"2016",관악구,남현동,27932,54.0,577,"2"
"2016",서초구,내곡동,57000,69.0,826,"2"
"2016",강서구,내발산동,19986,53.0,395,"2"
"2016",종로구,내수동,120000,151.0,795,"2"
"2016",동작구,노량진동,25396,54.0,493,"2"
"2016",은평구,녹번동,18339,50.0,376,"2"
"2016",강남구,논현동,53795,71.0,775,"2"
"2016",종로구,누상동,31069,60.0,514,"2"
"2016",광진구,능동,33953,56.0,661,"2"
"2016",동대문구,답십리동,22790,58.0,420,"2"
"2016",영등포구,당산동,25944,52.0,556,"2"
"2016",영등포구,당산동1가,21575,40.0,634,"2"
"2016",영등포구,당산동2가,25500,54.0,476,"2"
"2016",영등포구,당산동3가,26133,35.0,776,"2"
"2016",영등포구,당산동4가,23321,56.0,424,"2"
"2016",영등포구,당산동6가,21946,35.0,749,"2"
"2016",마포구,당인동,26477,41.0,683,"2"
"2016",영등포구,대림동,21376,50.0,452,"2"
"2016",동작구,대방동,24863,50.0,533,"2"
"2016",서대문구,대신동,24972,63.0,396,"2"
"2016",은평구,대조동,17819,47.0,401,"2"
"2016",강남구,대치동,49512,59.0,854,"2"
"2016",서대문구,대현동,10780,15.0,739,"2"
"2016",마포구,대흥동,31268,51.0,637,"2"
"2016",강남구,도곡동,51792,78.0,704,"2"
"2016",영등포구,도림동,18376,43.0,479,"2"
"2016",도봉구,도봉동,15007,47.0,332,"2"
"2016",성동구,도선동,15765,27.0,757,"2"
"2016",마포구,도화동,25565,47.0,561,"2"
"2016",금천구,독산동,18350,48.0,416,"2"
"2016",성북구,돈암동,15075,38.0,419,"2"
"2016",마포구,동교동,35531,55.0,628,"2"
"2016",용산구,동빙고동,64835,63.0,1250,"2"
"2016",성북구,동선동1가,9000,15.0,609,"2"
"2016",성북구,동선동3가,16400,33.0,516,"2"
"2016",성북구,동선동4가,14783,27.0,628,"2"
"2016",성북구,동선동5가,26142,63.0,440,"2"
"2016",성북구,동소문동1가,34600,82.0,430,"2"
"2016",성북구,동소문동4가,28667,63.0,485,"2"
"2016",성북구,동소문동6가,33240,79.0,431,"2"
"2016",성북구,동소문동7가,23000,63.0,367,"2"
"2016",종로구,동숭동,20384,52.0,389,"2"
"2016",용산구,동자동,45600,60.0,790,"2"
"2016",동작구,동작동,37149,64.0,597,"2"
"2016",강동구,둔촌동,29341,59.0,519,"2"
"2016",강서구,등촌동,21267,51.0,443,"2"
"2016",강서구,마곡동,40208,54.0,741,"2"
"2016",성동구,마장동,23488,41.0,632,"2"
"2016",송파구,마천동,25201,48.0,536,"2"
"2016",마포구,마포동,31530,71.0,411,"2"
"2016",중구,만리동1가,20500,41.0,495,"2"
"2016",중랑구,망우동,18451,49.0,396,"2"
"2016",마포구,망원동,20856,42.0,527,"2"
"2016",중랑구,면목동,19431,45.0,454,"2"
"2016",종로구,명륜1가,28337,64.0,441,"2"
"2016",종로구,명륜2가,19773,30.0,747,"2"
"2016",종로구,명륜3가,16765,48.0,339,"2"
"2016",종로구,명륜4가,26000,42.0,626,"2"
"2016",강동구,명일동,26502,47.0,600,"2"
"2016",양천구,목동,19984,49.0,438,"2"
"2016",종로구,무악동,18733,56.0,353,"2"
"2016",중구,무학동,41650,81.0,516,"2"
"2016",중랑구,묵동,19960,48.0,438,"2"
"2016",중구,묵정동,17167,28.0,729,"2"
"2016",송파구,문정동,27684,48.0,595,"2"
"2016",강북구,미아동,17287,46.0,409,"2"
"2016",서초구,반포동,62204,90.0,734,"2"
"2016",서초구,방배동,46445,59.0,812,"2"
"2016",송파구,방이동,26393,52.0,534,"2"
"2016",도봉구,방학동,15080,48.0,321,"2"
"2016",강서구,방화동,19835,50.0,411,"2"
"2016",강북구,번동,13230,44.0,308,"2"
"2016",용산구,보광동,53881,47.0,1223,"2"
"2016",성북구,보문동1가,16205,33.0,505,"2"
"2016",성북구,보문동2가,25202,49.0,556,"2"
"2016",성북구,보문동3가,10000,29.0,342,"2"
"2016",성북구,보문동4가,18000,53.0,385,"2"
"2016",성북구,보문동5가,30000,50.0,606,"2"
"2016",성북구,보문동6가,23186,58.0,413,"2"
"2016",동작구,본동,34080,44.0,840,"2"
"2016",관악구,봉천동,21870,53.0,435,"2"
"2016",종로구,부암동,39094,93.0,435,"2"
"2016",서대문구,북가좌동,18663,52.0,376,"2"
"2016",서대문구,북아현동,30805,63.0,518,"2"
"2016",은평구,불광동,16211,46.0,376,"2"
"2016",성동구,사근동,13020,28.0,503,"2"
"2016",동작구,사당동,25445,53.0,506,"2"
"2016",종로구,사직동,26658,53.0,536,"2"
"2016",용산구,산천동,12000,29.0,409,"2"
"2016",성북구,삼선동1가,22321,48.0,486,"2"
"2016",성북구,삼선동2가,23200,52.0,492,"2"
"2016",성북구,삼선동3가,24985,58.0,443,"2"
"2016",성북구,삼선동4가,21511,44.0,495,"2"
"2016",성북구,삼선동5가,22026,55.0,413,"2"
"2016",강남구,삼성동,55054,61.0,940,"2"
"2016",송파구,삼전동,26835,51.0,545,"2"
"2016",노원구,상계동,14865,47.0,327,"2"
"2016",동작구,상도1동,22640,53.0,478,"2"
"2016",동작구,상도동,22021,54.0,436,"2"
"2016",중랑구,상봉동,21004,46.0,497,"2"
"2016",마포구,상수동,33141,48.0,686,"2"
"2016",마포구,상암동,24289,40.0,740,"2"
"2016",성북구,상월곡동,24419,63.0,416,"2"
"2016",강동구,상일동,35130,63.0,545,"2"
"2016",용산구,서계동,23036,38.0,618,"2"
"2016",마포구,서교동,25689,45.0,616,"2"
"2016",용산구,서빙고동,35363,51.0,680,"2"
"2016",서초구,서초동,48689,71.0,723,"2"
"2016",성북구,석관동,17662,44.0,421,"2"
"2016",송파구,석촌동,26327,48.0,573,"2"
"2016",강동구,성내동,25226,48.0,570,"2"
"2016",성북구,성북동,46769,89.0,484,"2"
"2016",성북구,성북동1가,29936,76.0,402,"2"
"2016",마포구,성산동,27905,62.0,477,"2"
"2016",성동구,성수동1가,42741,50.0,897,"2"
"2016",성동구,성수동2가,33470,51.0,678,"2"
"2016",강남구,세곡동,112470,113.0,1004,"2"
"2016",성동구,송정동,24981,53.0,484,"2"
"2016",송파구,송파동,27122,47.0,621,"2"
"2016",은평구,수색동,20978,52.0,428,"2"
"2016",강북구,수유동,15437,48.0,327,"2"
"2016",종로구,숭인동,21588,54.0,413,"2"
"2016",금천구,시흥동,18007,50.0,384,"2"
"2016",마포구,신공덕동,36967,58.0,650,"2"
"2016",종로구,신교동,56786,85.0,586,"2"
"2016",영등포구,신길동,20627,45.0,494,"2"
"2016",중랑구,신내동,18417,50.0,388,"2"
"2016",중구,신당동,27234,59.0,474,"2"
"2016",동작구,신대방동,20178,46.0,492,"2"
"2016",구로구,신도림동,22829,47.0,470,"2"
"2016",관악구,신림동,19521,47.0,458,"2"
"2016",종로구,신문로2가,115000,170.0,678,"2"
"2016",은평구,신사동,21984,52.0,427,"2"
"2016",동대문구,신설동,29550,57.0,557,"2"
"2016",마포구,신수동,26720,45.0,609,"2"
"2016",종로구,신영동,27968,66.0,430,"2"
"2016",양천구,신월동,13930,46.0,307,"2"
"2016",양천구,신정동,18702,46.0,426,"2"
"2016",용산구,신창동,26313,51.0,517,"2"
"2016",도봉구,쌍문동,14906,50.0,307,"2"
"2016",마포구,아현동,23796,50.0,496,"2"
"2016",성북구,안암동1가,11800,36.0,332,"2"
"2016",성북구,안암동2가,12900,42.0,308,"2"
"2016",성북구,안암동3가,25677,58.0,508,"2"
"2016",성북구,안암동4가,27167,73.0,371,"2"
"2016",성북구,안암동5가,19375,59.0,328,"2"
"2016",강동구,암사동,25798,47.0,571,"2"
"2016",서초구,양재동,35725,55.0,682,"2"
"2016",영등포구,양평동1가,22083,40.0,573,"2"
"2016",영등포구,양평동2가,19425,47.0,410,"2"
"2016",영등포구,양평동3가,22050,40.0,550,"2"
"2016",영등포구,양평동4가,17540,33.0,566,"2"
"2016",영등포구,양평동5가,19517,45.0,441,"2"
"2016",영등포구,양평동6가,30335,46.0,690,"2"
"2016",강남구,역삼동,33198,46.0,782,"2"
"2016",은평구,역촌동,18100,51.0,370,"2"
"2016",종로구,연건동,14494,43.0,337,"2"
"2016",마포구,연남동,27160,56.0,492,"2"
"2016",종로구,연지동,32378,22.0,1459,"2"
"2016",서대문구,연희동,21313,53.0,417,"2"
"2016",마포구,염리동,29136,53.0,582,"2"
"2016",강서구,염창동,24351,53.0,487,"2"
"2016",영등포구,영등포동,20548,53.0,410,"2"
"2016",영등포구,영등포동1가,8863,12.0,735,"2"
"2016",영등포구,영등포동2가,24940,34.0,745,"2"
"2016",영등포구,영등포동7가,22389,50.0,461,"2"
"2016",송파구,오금동,25843,49.0,557,"2"
"2016",구로구,오류동,19238,53.0,380,"2"
"2016",성동구,옥수동,77200,129.0,569,"2"
"2016",종로구,옥인동,38000,64.0,594,"2"
"2016",서대문구,옥천동,11793,35.0,340,"2"
"2016",구로구,온수동,22671,57.0,410,"2"
"2016",강서구,외발산동,15350,57.0,270,"2"
"2016",마포구,용강동,28744,48.0,649,"2"
"2016",성동구,용답동,33891,66.0,526,"2"
"2016",동대문구,용두동,22768,46.0,543,"2"
"2016",용산구,용문동,30499,54.0,638,"2"
"2016",용산구,용산동2가,26887,47.0,614,"2"
"2016",서초구,우면동,42269,67.0,680,"2"
"2016",강북구,우이동,16217,55.0,297,"2"
"2016",종로구,원서동,27553,52.0,548,"2"
"2016",용산구,원효로1가,29224,49.0,615,"2"
"2016",용산구,원효로2가,44500,60.0,831,"2"
"2016",용산구,원효로3가,42875,70.0,614,"2"
"2016",용산구,원효로4가,37920,79.0,501,"2"
"2016",노원구,월계동,13399,37.0,427,"2"
"2016",성동구,응봉동,25810,53.0,474,"2"
"2016",은평구,응암동,16478,47.0,372,"2"
"2016",동대문구,이문동,16941,39.0,476,"2"
"2016",용산구,이촌동,42343,52.0,877,"2"
"2016",용산구,이태원동,50761,76.0,658,"2"
"2016",종로구,이화동,30500,91.0,348,"2"
"2016",강남구,일원동,40640,55.0,732,"2"
"2016",강남구,자곡동,137000,223.0,614,"2"
"2016",광진구,자양동,27227,48.0,598,"2"
"2016",송파구,잠실동,26887,45.0,636,"2"
"2016",서초구,잠원동,33857,48.0,748,"2"
"2016",동대문구,장안동,27093,53.0,521,"2"
"2016",성북구,장위동,19044,51.0,377,"2"
"2016",중구,장충동1가,26754,56.0,482,"2"
"2016",중구,장충동2가,17805,47.0,367,"2"
"2016",동대문구,전농동,19613,45.0,477,"2"
"2016",성북구,정릉동,18376,55.0,361,"2"
"2016",동대문구,제기동,17262,41.0,456,"2"
"2016",성북구,종암동,21794,52.0,427,"2"
"2016",용산구,주성동,75244,69.0,1101,"2"
"2016",노원구,중계동,19165,55.0,340,"2"
"2016",광진구,중곡동,24999,48.0,565,"2"
"2016",마포구,중동,16990,46.0,375,"2"
"2016",중구,중림동,26164,59.0,449,"2"
"2016",중랑구,중화동,22385,53.0,439,"2"
"2016",은평구,증산동,23248,57.0,425,"2"
"2016",도봉구,창동,15998,47.0,345,"2"
"2016",종로구,창성동,54850,81.0,677,"2"
"2016",종로구,창신동,18218,50.0,366,"2"
"2016",마포구,창전동,22843,48.0,508,"2"
"2016",서대문구,창천동,26415,56.0,483,"2"
"2016",서대문구,천연동,22779,54.0,440,"2"
"2016",구로구,천왕동,27263,55.0,495,"2"
"2016",강동구,천호동,24178,44.0,583,"2"
"2016",강남구,청담동,117438,111.0,999,"2"
"2016",동대문구,청량리동,17391,50.0,370,"2"
"2016",종로구,청운동,70226,110.0,634,"2"
"2016",용산구,청파동1가,24891,56.0,459,"2"
"2016",용산구,청파동2가,32430,59.0,571,"2"
"2016",용산구,청파동3가,27032,48.0,596,"2"
"2016",종로구,체부동,37867,60.0,632,"2"
"2016",서대문구,충정로2가,24044,45.0,529,"2"
"2016",서대문구,충정로3가,29202,53.0,630,"2"
"2016",마포구,토정동,27200,55.0,495,"2"
"2016",종로구,통의동,45500,63.0,721,"2"
"2016",종로구,통인동,41500,62.0,669,"2"
"2016",종로구,평창동,47480,99.0,475,"2"
"2016",송파구,풍납동,23898,44.0,572,"2"
"2016",중구,필동2가,27500,61.0,457,"2"
"2016",중구,필동3가,16650,25.0,800,"2"
"2016",종로구,필운동,39500,71.0,537,"2"
"2016",노원구,하계동,30384,78.0,364,"2"
"2016",성동구,하왕십리동,25550,60.0,428,"2"
"2016",성북구,하월곡동,18914,47.0,412,"2"
"2016",용산구,한강로1가,40156,37.0,1144,"2"
"2016",용산구,한강로2가,33945,36.0,1044,"2"
"2016",용산구,한강로3가,65017,51.0,1587,"2"
"2016",용산구,한남동,96594,85.0,1104,"2"
"2016",마포구,합정동,26535,46.0,607,"2"
"2016",구로구,항동,29570,69.0,393,"2"
"2016",성동구,행당동,32251,49.0,723,"2"
"2016",종로구,행촌동,16792,48.0,345,"2"
"2016",마포구,현석동,22250,44.0,519,"2"
"2016",종로구,혜화동,32877,58.0,598,"2"
"2016",서대문구,홍은동,17159,56.0,318,"2"
"2016",성동구,홍익동,22882,38.0,719,"2"
"2016",서대문구,홍제동,18386,52.0,375,"2"
"2016",종로구,홍지동,30270,87.0,357,"2"
"2016",종로구,홍파동,19122,52.0,373,"2"
"2016",강서구,화곡동,16204,49.0,350,"2"
"2016",광진구,화양동,24919,50.0,579,"2"
"2016",중구,황학동,17857,34.0,552,"2"
"2016",동대문구,회기동,14990,48.0,303,"2"
"2016",중구,회현동1가,26075,59.0,441,"2"
"2016",용산구,효창동,30808,59.0,543,"2"
"2016",용산구,후암동,34745,61.0,586,"2"
"2016",동대문구,휘경동,21763,52.0,435,"2"
"2016",동작구,흑석동,30574,52.0,648,"2"
"2017",송파구,가락동,27454,47.0,653,"2"
"2017",구로구,가리봉동,19519,48.0,453,"2"
"2017",금천구,가산동,18809,43.0,482,"2"
"2017",강서구,가양동,18367,41.0,468,"2"
"2017",용산구,갈월동,43554,46.0,1044,"2"
"2017",은평구,갈현동,18200,49.0,392,"2"
"2017",구로구,개봉동,18956,52.0,373,"2"
"2017",강남구,개포동,34521,48.0,745,"2"
"2017",강서구,개화동,12470,28.0,446,"2"
"2017",송파구,거여동,25466,48.0,553,"2"
"2017",종로구,계동,52167,80.0,690,"2"
"2017",강동구,고덕동,26208,53.0,510,"2"
"2017",구로구,고척동,19451,50.0,403,"2"
"2017",마포구,공덕동,40503,54.0,764,"2"
"2017",노원구,공릉동,20951,50.0,453,"2"
"2017",강서구,공항동,18655,48.0,410,"2"
"2017",광진구,광장동,37807,67.0,610,"2"
"2017",종로구,구기동,53519,116.0,457,"2"
"2017",구로구,구로동,18280,46.0,409,"2"
"2017",은평구,구산동,18958,51.0,392,"2"
"2017",마포구,구수동,27344,48.0,609,"2"
"2017",광진구,구의동,27151,49.0,605,"2"
"2017",광진구,군자동,24931,44.0,648,"2"
"2017",구로구,궁동,20039,52.0,400,"2"
"2017",성동구,금호동1가,17785,41.0,428,"2"
"2017",성동구,금호동2가,31175,57.0,555,"2"
"2017",성동구,금호동3가,28078,49.0,603,"2"
"2017",성동구,금호동4가,29285,49.0,608,"2"
"2017",강동구,길동,26627,53.0,554,"2"
"2017",성북구,길음동,29400,52.0,590,"2"
"2017",서대문구,남가좌동,18828,46.0,432,"2"
"2017",중구,남산동2가,27800,74.0,375,"2"
"2017",관악구,남현동,32094,59.0,593,"2"
"2017",서초구,내곡동,51100,69.0,740,"2"
"2017",강서구,내발산동,21716,50.0,462,"2"
"2017",종로구,내수동,56000,91.0,618,"2"
"2017",마포구,노고산동,27735,41.0,702,"2"
"2017",동작구,노량진동,33070,56.0,602,"2"
"2017",은평구,녹번동,17731,47.0,392,"2"
