건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
2005,2011,신공덕동,"3,500",대우메트로디오빌,1,80,24,34.39,167,11440,28
2009,2011,신공덕동,"31,000",브라운스톤공덕,1,0,25,84.98,170,11440,3
2000,2011,신공덕동,"4,000",신공덕래미안2차,1,150,27,84.73,159,11440,11
2005,2011,신공덕동,"14,000",대우메트로디오빌,1,0,27,29.11,167,11440,27
2003,2011,신공덕동,"21,000",신공덕래미안3차,1,0,29,59.96,161,11440,10
2000,2011,신공덕동,"29,000",신공덕1차삼성래미안1아파트,1,0,30,84.9,155,11440,19
1991,2011,도화동,"24,000",우성,1,0,3,141.515,82,11440,8
2004,2011,도화동,"1,000",한화오벨리스크,1,110,3,38.08,555,11440,14
2004,2011,도화동,"5,000",한화오벨리스크,1,80,4,41.32,555,11440,12
1991,2011,도화동,"28,000",우성,1,0,4,128.315,82,11440,5
2004,2011,도화동,"16,000",한화오벨리스크,1,90,4,79.9,555,11440,30
2004,2011,도화동,"1,000",한화오벨리스크,1,105,6,38.08,555,11440,5
1996,2011,도화동,"27,000",도화동현대,1,0,6,128.26,357,11440,4
2000,2011,도화동,"23,000",현대홈타운,1,0,6,84.95,353,11440,14
1997,2011,도화동,"17,000",삼성,1,0,7,84.985,550,11440,1
1991,2011,도화동,"17,000",우성,1,0,8,54.72,82,11440,15
1996,2011,도화동,"19,000",도화동현대,1,0,8,68.22,357,11440,7
2000,2011,도화동,"26,000",현대홈타운,1,0,8,113.25,353,11440,2
1998,2011,도화동,"26,500",도화현대,1,0,10,113.87,547,11440,1
1991,2011,도화동,"19,000",우성,1,0,10,68.94,82,11440,11
1991,2011,도화동,"17,000",우성,1,0,11,68.94,82,11440,1
2004,2011,도화동,"1,000",한화오벨리스크,1,210,11,75.7,555,11440,35
2000,2011,도화동,"17,000",현대홈타운,1,0,12,84.95,353,11440,12
2004,2011,도화동,"26,000",한화오벨리스크,1,0,12,82.14,555,11440,16
2000,2011,도화동,"23,000",현대홈타운,1,0,12,84.95,353,11440,12
2007,2011,도화동,"30,000",마포아크로타워,1,0,13,84.99,563,11440,8
1991,2011,도화동,"18,500",우성,1,0,14,68.94,82,11440,7
2004,2011,도화동,"28,000",한화오벨리스크,1,0,14,75.7,555,11440,25
